review,sentiment
"To bardzo satysfakcjonujące, widząc jedno wielkie dzieło sztuki przekształcone w inne bez zniekształceń lub konstytucji.Nie zgadywałem, jak tak niezwykła literatura można odtworzyć jako film, który warto zobaczyć.Jeśli kochałeś książkę Bulgakova, co zrozumiałe, obawiając się, że zobaczą, że jakaś błędna interpretacja zrobiłaby bardziej ze względu na projekt filmu sztuki niż za przekazanie głębszego znaczenia historii na ekran.Istnieje kilka przykładów tego z Mistrzem i Margaritem.Choć historia jest tak skomplikowana i dalekosiężna, film nic nie pomija.To tak, jakby twórca filmowy czytał pracę Bulgakova w taki sam sposób, jak dyrygent orkiestrowy czyta partyturę-z nie pominiętą notatką.Dlaczego nie możemy znaleźć takiego talentu tutaj w USA?Więc teraz moja ulubiona książka i film mają ten sam tytuł.",positive
"Ten film jest bardzo gwałtowny, ale ekscytujący z oryginalnym dialogiem i fajnymi postaciami.Ma jedną z najbardziej poruszających się historii i jest bardzo wierny do życia.Film zaczyna się od gwiazdy akcji Leo Fong jako gliniarza, który zbliża się do końca swojej kariery, gdy natknie się na wielką sprawę, która wiąże się z korupcją, czarną pocztą i morderstwem.Tutaj zaczynają się zabójstwa.Od początku Fong dostarcza w tym, że musi zobaczyć Caper Action.Ten film jest także gwiazdą Richarda Roundtree. <br /> <br /> Naprawdę podobał mi się ten film jako dziecko, ale z wiekiem zdałem sobie sprawę, że ten film jest dość tandetny i niezbyt dobry.Nie polecam tego filmu, a akcja jest bardzo, bardzo zła.",negative
"Dzień w końcu nadszedł, aby być świadkiem utrwalenia losu Azumi jako zabójcy, owocowania jej postaci i ostatecznej próby wciągnięcia mnie głębiej w świat, który bezlitośnie szaleje podczas pierwszej sagi. <br /> <Br / /Br / /> To tak poetyckie, jak będę mówił o Azumi 2: Śmierć lub miłość, ponieważ kiedy przeciągnąłem się nad ciężkim sentymentem House of Flying Daggers i narzekałem na wiarygodność Aya Ueto przedstawiania zabójcy napędzanego krewem, po obejrzeniu Azumi2 Zacząłem bardziej niż kiedykolwiek docenić wspomniane niedociągnięcia. <br /> <br /> Nie tylko określenie każdego zabójcy wydaje się powolne i mało inspirujące, ale także wiele ważnych elementów jest pominięte w całym doświadczeniu.W Azumi 1 widzieliśmy, jak zabójcy stosują różne taktyki ukrycia (co jest ich priorytetem numer jeden), a także logikę, aby ułatwić swoje oceny z szybkimi wykonaniami i szybszymi umiejętnościami ucieczki.Ale nie będę tego zbytnio przeciw tym filmowi, ponieważ tym razem historia jest nieco ulepszona i wiele innych przeszkód sadzi się w sposób Azumi, aby uniemożliwić jej dotarcie do wodza i pokazanie jakichkolwiek oznak charyzmy.Nawiasem mówiąc, Chiaki jest głupio odłożony na półkę przez większość filmu i zasadniczo gra stonowaną wersję Go Go, minus fajną broń i poczucie zagrożenia. <br /> <br /> To prowadzi mnie do ostatniegoBlow, który jest akcją, po prostu ukrytym w tytule jako „śmierci” strony eposu.W pierwszej połowie filmu widzimy debiut wielu obiecujących przeciwników o krzykliwym wyglądzie i jeszcze bardziej błyskotliwej broni.Nikt nie zaskoczy, że w ten czy inny sposób film nie spotyka się, ale film nie jest krótki, gdy każdy z nich zaczyna umierać zbyt szybko i zbyt łatwo.W Azumi 1 młodzi zabójcy w większości obezwładniali opozycję szybkimi, ale nieco satysfakcjonującymi bitwami i ostatecznym pojedynkiem między Azumi i Bijomaru w porównaniu z walkami w Azumi 2 było przynajmniej kulminacyjne i wartościowe.Wprowadzono kilka interesujących efektów, ale nie były w stanie osiągnąć innowacji ze względu na duszność każdego spotkania.W żaden sposób nie powalaję konwencjonalnego stylu filmów samurajów z ich szybkimi i realistycznymi bitwami, ale postacie w obu filmach Azumi były tak pomysłowe i prosto z anime, że zasady mogły zostać złamane, a akcja powinna zostać dodatkowo wzbogacona. <Br /> <br /> Strona romantyczna Azumi jest tam, aby wypełnić czas między scenami walki i niestety na końcu nie służy ona żadnemu celowi ani nie zapewnia bardzo potrzebnego rozdzielczości. <br /> <br /> jako fan z fanem zOtwarty umysł na szeroką gamę filmów i animacji, nie będę kłamać i przyznam się do mojej neutralności i impresji wobec pierwszego filmu Azumi, ale podchodzę i powiem, że po obejrzeniu Azumi 2 oryginał byłWyglądanie jak bezbłędne arcydzieło.Za to, co jest warte, Azumi 2: Śmierć lub miłość mogła pójść prosto do wideo, z jego niewidocznie bogatszym budżetem i nieudanym potencjałem do dodania lub nawet rozszerzenia wyboistej podróży desperackich zabójców, staranianiezachwiana odwaga, by umrzeć próbując.",negative
"To musi być najgorszy kawałek śmieci, jaki widziałem od dłuższego czasu. <br /> <br /> Heath Ledger jest ciadą serca?Wyglądał na zdeformowanego.Chciałbym wiedzieć, że on i Naomi Watts są przedmiotem w prawdziwym życiu, ponieważ spędziłem 2 najdłuższe godziny mojego życia, zastanawiając się, co w nim widziała.<br /> <br /> Orlando Bloom jest ciadem serca?Z chwytliwą brodą i jeleniem w światłach, nie mogę powiedzieć, że zgadzam się.Poczekaj, aby zejść z zestawu.<br /> <br /> Powinę mi żal z powodu bankrobiów i morderców?Jest to dalekie od Butch Cassidy, który w rzeczywistości był zabawnym filmem.To było banalne, stereotyczne i nudne.Zatrzymaliśmy się tylko dlatego, że byliśmy przekonani, że będzie lepiej.To nie było. <br /> <br /> Ostatnie 10-15 minut było nieumyślnie przezabawne.Heath i jego gang są przywiązani do hotelu granicznego, a kobiety i dzieci umierają z powodu ich obecności.To nie jest zabawne.Ale było to zabawne, kiedy wyszli z hotelu z zbroją, ponieważ wszystko, o czym mogliśmy myśleć, to czarny rycerz z Monty Python i Świętego Graala.Czekałem, aż powiedzą: „Ugryzę twoją nogę!”Wyjemy ze śmiechu, podobnie jak kilku innych wypaczonych członków publiczności.Kiedy wyszliśmy, prawie wszyscy rozmawiali o tym, jak strata czasu była ten film. <br /> <br /> Być może nie zapłaciłem gotówki za obejrzenie tej katastrofy (podgląd podstępny), ale na pewno nie było bezpłatne.Kosztowało mnie 2 godziny mojego życia, których nigdy nie wrócę.",negative
"Bardzo zwykły produkt wykonany za telewizję, „Tyson” próbuje być poważnym biografią podczas rozciągania chwil niepokoju w celu efektu, szybkie przekazanie przez ezoterykę skorumpowanego sportu boksu i zamustanie sensacyjnych rzeczy, co jest jedyną rzecząCo sprawia, że Tyson jest nawet zdalnie interesujący.W najlepszym razie letni zegarek, który bardziej prawdopodobne jest, że odwołuje się do ogółu społeczeństwa niż fanów boksu.",negative
"Jestem pewien, że głęboko w zakamarkach Jacka Blacka umysłu postać Nacho Libre jest absolutnie zabawna, ale nie, nie jest.Możesz powiedzieć, że Ol Jacks ma wieloryb czasu, który grał w smarmy, śluzowate meksykańskie braci z marzeniami o zostaniu zapaśnikiem, ale ten film jest całkowitym nieporozumieniem w prawie każdym dziale. <br /> <br /> IPo prostu siedziałem tam przez większość filmu „Czy to ma być zabawne” i „To jest facet z wytrwałego D, prawda?”.Prawda jest taka, że ten film nie ma nic do zaoferowania.W OGÓLE!To kiepski skrypt z kiepskimi postaciami i naprawdę nieffinującym działaniem i reżyserią.Oglądasz niekończące się momenty, w których uważasz, że coś zabawnego na pewno się wydarzy, ale po prostu nie.Nudziłem się głupio około 10 minut, ale choć na pewno to się podniosło.To nie.90 minut później ledwo udało mi się powstrzymać tętnicęWczesny PAP z wcześniejszych był sławny, a byłbyś naprawdę zawstydzony, że powiedział, że aktor był w takim ładunku.Tak, tak jest. <br /> <br /> Podobało mi się niektóre z wcześniejszych filmów Jacka Black, takich jak Shallow Hall i naprawdę nie mogę się doczekać, aby zobaczyć Destiny, ale chodź człowieku.Jeśli zrobisz nam to ponownie Jack, będę musiał tam przyjść i wbić kolana czy coś takiego.Przynajmniej daj ci poważną rozmowę. <br /> <br /> Wiem, że to klisze, ale to jeden z najgorszych filmów, jakie kiedykolwiek widziałem i z wielu powodów ...",negative
"Nie przeczytałem powieści Anne Rice, na której oparty był ten film, ale kto wie, być może czytanie książki jest tańsze niż wynajęcie królowej cholernych i prawdopodobnie jest lepsze dla twojego zdrowia.Nie chodzi o to, że ten film jest z konieczności zły dla twojego zdrowia, ale książka może być bardzo relaksująca i na pewno bardziej ćwiczy aktywną część twojego mózgu niż ten film.Możesz policzyć liczbę stron Anne Rice, które przeczytałem z jednej strony, ale po obejrzeniu tego filmu i wywiadu z wampirem mam wrażenie, że pisze naprawdę dobre powieści.Fabuły obu filmów wskazują na całe morze głębokiej i przeplatanej historii wampirów. <br /> <br /> Mimo to narracja głosowa Stuarta Townsenda staje się o wiele bardziej denerwująca niż narracja wampirów Brada Pitta kiedykolwiek, iMożesz powiedzieć, że Queen of the Damned ograniczone zasoby produkcyjne ledwo nadają wystarczającą ilość historii Anne Rice.Podczas gdy wywiad zdecydował się na koronkę i elegancję, Queen opiera się na niskich efektach specjalnych, które naprawdę starają się być traktowane poważnie.Widać, że oryginalna powieść miała potencjał jako film i że zespół produkcyjny skupił swoją uwagę w niewłaściwych miejscach.Kostiumy i scena Rock & Roll mogły zostać zastąpione większą ilością krwi i bardziej niesamowitą ścieżką dźwiękową. <br /> <br /> Jednak udzielę kredytu, gdzie jest należny.Ścieżka dźwiękowa jest doskonała.Korn i zaburzeli, że zachoruje mnie na chorobę, podskakując moją noggin jak butthead. <br /> <br /> Film otwiera się z bardzo fajnym goth-rockiem i montażem splice, ale po pierwszych dziesięciu minutach reżyserowanie degeneruje sięszybko.To tak, jakby film był tak długi, że reżyser zdał sobie sprawę, że nie było wystarczająco dużo czasu i wystarczającej ilości pieniędzy, aby zrobić powieść Anne Rice.Jaką wyniki to niektóre mierne sceny wampirów i mnóstwo tandetnych efektów specjalnych.Niestety, królowa cholernych nie udaje się gatunku, tak jak jej odpowiednicy John Carpenter nie robią wrażenia.Gdzie są żółte kontakty?Gdzie jest jasnoniebieski makijaż?Scena po scenie potrząsnąłem głową, wspominając dni losu i strachu Salem, kiedy niski budżet został zrobiony dobrze. <br /> <br /> Istnieją cechy odkupienia, które oszczędzają ten film przed byciem śmieciami.Rekwizyty do Aaliyah i niech jej dusza na zawsze spoczywa w pokoju.Mogłaby stać się renomowaną aktorką, gdyby jej życie nie zostało nam zabrane tak przedwcześnie, ponieważ dała temu filmowi przyzwoity występ z dużym tańcem na brzuch.Czy wspomniałem, że ścieżka dźwiękowa była dobra?Zobaczmy, co jeszcze mogę powiedzieć?To nie było za długo.Powieść Anne Rice mogłaby z łatwością być trzygodzinnym filmem, gdyby ambitny reżyser, taki jak Francis Ford Coppola, dostał ją.W fabule jest kilka zwrotów akcji.Ale w sumie było to uzasadniony dodatek rock and roll do mnóstwa filmów o wampirach drugiej stawki.Reżyser tego filmu wyreżyserował nową serię Mini Battlestar Galactica, jeśli to coś mówi.",positive
"Chociaż liczę się jako fan serialu telewizyjnego Babilon 5, oryginalny film, który wprowadził serial, był słabym początkiem.Chociaż wiele elementów, które później dojrzewałyby i stałyby się znacznie bardziej przekonujące w serii, tempo zgromadzenia jest powolne, makijaż nieco nieodpowiedni i fabuły mylące.Co gorsza, charakterystyka w premierowym odcinku jest słaba.Chociaż wykres ratingowy pokazuje, że wielu fanów jest skłonnych przeoczyć te problemy, pamiętam, że spotkanie prawie mnie wyłączyło, co wkrótce stało się spektakularną serią.",negative
"Leonard Maltin nadał temu filmowi przerażającą ocenę bomb w swoim przewodniku filmu i wideo z 1995 roku.Na jaki film patrzył?Dzieciak zemsty lub Boża broń to bomby.Ten film jest rozkoszą.To jest fantastyczne.To jest piśmienne.Jest dobrze zamontowany.Jest piękny sfotografowany, używając kolorów.Z prawej sceny film przyciąga twoją uwagę i odsuwa cię, że ten film jest dobrze wykonaną satyrą całego zachodniego gatunku Spaghetti.Film jest odtwarzany od śmiechu od początku do końca z hołdem dla Douglasa Fairbanks, 77 Sunset Strip i słynnego showdown in the Good, Bad i The Ugly.Edd Byrnes, George Hilton i Gilbert Roland pracują wspaniale razem, aby satyra działała.Szkoda, że pan Maltin ocenił ten film tak słabo, że jest niezasłużony.Można tylko zgadnąć, co jego rozum.Podejrzewam, że całkowicie przegapił sedno filmu i spodziewał się czegoś poważniejszego niż ten film.Uznanie należą do wszystkich zaangażowanych w ten projekt.Ten film jest małym klejnotem czekającym na odkrycie przez ludzi, którzy dbają o filmy piśmienne i doceniają satyrę.",positive
"Nie wierzę, że kiedykolwiek istniał bardziej zły lub niegodziwy program telewizyjny w Stanach Zjednoczonych jako klub 700.Są dzisiejszym odpowiednikiem Ku Klux Klan z XX wieku.Ich nienawiść do wszystkiego, co jest dobre, słodkie, ludzkie i czyste, jest poza całą zdolnością do zrozumienia.Ich codzienne ciągłe ataki na miliony i miliony Amerykanów, a także miliardy ludzi na całym świecie, którzy nie dzielą się swoimi bigotycznymi, okrutnymi, potwornymi i całkowicie szalonymi poglądami na ludzkość, są poza tym, że telewizja kiedykolwiek widziała.Kłamstwa, które wyrzucają, i śmieszne kłamstwa, które próbują zejść jako prawda, takie jak idea „życia po śmierci” lub „Boga” lub „grzech” lub „diabła” jest tak niedorzeczny, że naprawdę wydają się chore psychicznie, więcZagubione są w swojej fantazji.Święte ludzie wiedzą, że religia jest narkotykiem i nie powinna się uzależnić od tego rodzaju fantazji.Jednak 700 klub jest sama w klasie.Są naprawdę kultem.Chociaż wierzę w wolność słowa, sposób, w jaki rozpowszechniają nienawiść, kłamstwa, dezinformację, a takie fantastyczne pomysły są ponad wszelką granice.Mam nadzieję, że pewnego dnia American Psychiatric Association w końcu podejmie studiowanie ludzi, którzy w ten sposób uchylą się w ten sposób, ludzi, którzy pozwalają sobie tak głęboko zatopić się w fantastycznej krainie religii, że w ogóle nie mają żadnej prawdziwej koncepcji rzeczywistości.W tym kraju jest bardzo potrzebne leczenie dla tak dotkniętych jednostek, ponieważ tak wielu ludzi całkowicie straciło umysł na fantazję religii.Jednak 700 klub jest jeszcze bardziej okropny, ponieważ wznosi się do prawnej definicji „kultu”, ale z powodu ogromnego bogactwa 700 klubu (codziennie od milionów Amerykanów zamkniętych w swoim podejrzanym uścisku) są ponad prawem w tym kraju.Dla tych z was, którzy widzieli film „The Matrix”, wiesz, że film był metaforą religii na Ziemi: Złymi, którzy są na szczycie każdej z religii, którzy spuszczali te, które uwięzili i okrutnie nadużyli ichwłasne samolubne cele i te miliony, które są trzymane w sensie śmierci i powoli wyczerpane ze swojej siły życiowej reprezentują tych wielu ludzi należących do religii i którzy stracili wszelką zdolność do postrzegania tego, co naprawdę się wokół nich dzieje. <br /><br /> W krótszych czasach obywatelskich dobry miasteczka prowadziłby takie potwory, jak te związane z 700 klubem z miasta z pochodnią i widokami.Ale w dzisiejszym świecie, w którym ludzie stracili wszelkie wybory w swoich wyborach telewizji, które są im prezentowane, nie mamy możliwości pozbycia się zarazy 700 klubowych.<br /> <br /> System ocen telewizyjnych i chip „V” w telewizji powinny również mieć ocenę o nazwie „R” dla religii, aby racjonalni ludzie i zaniepokojeni rodzice mogli z łatwością sprawdzić takie podłe intelektualne i brutalne emocjonalne gwałt,Na przykład prezentowane przez 700 klub każdego dnia w całym naszym kraju, od siebie i ich dzieci.",negative
"Jeśli chcesz zobaczyć arcydzieło Szekspira w całości, proponuję znaleźć tę wersję BBC.Rzeczywiście jest to w nadchodzących czterech i pół godziny, ale występ Jacoby jako Hamlet i Patricka Stewarta jako Klaudiusza są warte wysiłku. <br /> <br /> Nigdy nie przestaje mnie zadziwiać, jak jasne jest „Hamlet”, kiedy go widziszw jej długości i kolejności, jak ustawiono przez barda.Każda filmowa wersja „Hamleta” majstrowała przy swojej strukturze.Olivier skoncentrował się na niezdecydowaniu Hamleta, Gibson na swoich pasjach.Jacoby jest w stanie pociągnąć wszystkie te aspekty charakteru Hamleta wraz z pomocą pełnego skryptu Szekspira. <br /> <br /> Dlaczego Hamlet nie zabija natychmiast Claudiusa?Hamlet mówi: „Jestem bardzo dumny, mściwy, ambitny ...” Hamlet jest bardzo zdenerwowany, nie tylko za śmierć ojca (i podejrzane o morderstwo) lub małżeństwo jego matki z jego wujem, ale także, a przede wszystkim dlatego, że Klaudiusz uzurpowałtron należący do Hamleta.Jest wściekły na matkę za poślubienie Klaudiusza (małżeństwa między Królewskim Kinem nie są nieznane; wykonane z powodów politycznych), ale jej małżeństwo utrwaliło roszczenie Klaudiusza do tronu, zanim mógł wrócić z Wittenburga, aby zabrać go do siebie.Jest zatem bezsilny, aby robić wszystko z tym.I to prawda, nawet po tym, jak słyszy zemstę swojego ojca.Nie może po prostu zabić króla, albo przegrać tron.Musi „wyjść” sekret króla, a oto tragedia!W tej chwili Hamletowi udało się publicznie okazywać winę Claudiusa, ma okazję go zabić i nie.DLACZEGO?On chce tego wszystkiego!Chce zemsty, tronu i potępienia duszy Klaudiusza w piekle.Hamlet przekracza się w klasycznej tragicznej formie.Jego własne hubris jest jego zgubą.Zabija Poloniusa, że to Klaudiusz i reszta gry spiralnie do ostatecznej śmierci Rosencrantz, Guildenstern, Ophelia, Laertes, Gertrude, Claudius i Hamleta.",positive
"Złote drzwi to historia podróży rodziny sycylijskiej ze starego świata (Włoch) do Nowego Świata (Ameryka).Salvatore, mężczyzna w średnim wieku, który ma nadzieję na bardziej owocne życie, przekonuje swoją rodzinę do opuszczenia ojczyzny na Sycylii, odbył żmudną podróż przez szalejące morza i zamieszkuje ziemię, której rzeki rzekomo płyną z mlekiem.Krótko mówiąc, wierzą, że ryzykując wszystko dla Nowego Świata, ich marzenia o dobrobycie zostaną spełnione.Zdjęcia nowego świata są optymistyczne, sprytne i wysoce pomysłowe.Srebrne monety deszczowe z nieba na Salvatore, gdy przewiduje, jak dobrze będzie w Nowym Świecie;Pokazano, że marchewki i cebula dwukrotnie większe niż ludzie są zbierane, aby sugerować bogactwo i zdrowie, a rzeki mleka są pływane i przepływają przez umysły tych, którzy przewidują, co przyniesie nowy świat.Wszystkie te obrazy są surrealistycznie przeplatane z bohaterami i pomaga ładnie uzupełniać szorstki realizm, który historia rozwija się dla publiczności.Kontrast między tym obrazem a mroczną rzeczywistością ludu sycylijskiego pomaga zapewnić nadzieję, gdy są na pokładzie statku do nowego świata. <br /> <br /> Podróż do nowego świata jest nakręcona prawie w całkowitej ciemności, zwłaszczaKiedy burzanie morza ryczą i prawie zabijają ludzi w środku.Mroczna rzeczywistość, o której wspomniałem, to Stary Świat i podróż do Nowego Świata.Stary świat jest przedstawiany jako nieco bez środków do życia i prymityw.Jest to pokazane, gdy Salvatore wspiera się, aby sprzedać niewiele rzeczy, które zostawił (osły, kozy i króliki), aby uzyskać odpowiednią odzież, której potrzebuje, aby wejść do nowego świata.Pomyślałem, że to raczej interesujące, że ci ludzie wierzyli, że muszą dostosować się do pewnego kodeksu ubioru, aby zostać przyjętym w Nowym Świecie;Prawie sugerowało, że ludzie musieli dopasować konkretny stereotyp lub pleśń, aby zostać rozpoznanym jako moralnie sprawne.Najpotężniejszym obrazem w filmie było to, że statek opuszcza ojczyznę i wypływa do Nowego Świata.Ten strzał pokazuje widok tłumu ludzi, którzy powoli wydają się oddzielić od siebie, przedstawiając oddzielenie starych i nowych światów.Ten strzał zasugerował również, że ludzie byli oderwani od wszystkiego, co kiedyś było znane, chcieli rozwieść się od ich poprzednich ciemnych warunków życia i pragnęli wejść do świata, który obiecał więcej. <br /> <br /> Jak później kontrastowałAby wizualnie wygląda nowy świat, stary świat wydaje się ciemny i ponury w porównaniu z jasnym, ale mglistym nowym światem.Pomyślałem, że szczególnie interesujące było to, że posąg wolności nigdy nie jest pokazywany przez mgłę na wyspie Ellis, ale pozostaje ukryty.Myślę, że był to celowy wybór reżyserii, który wydawał się negować cel tego, co oznacza Statue of Liberty: „Daj mi swojego biednego, zmęczonego, głodnego”, wydawało się żartem w odniesieniu do tego, co ci ludzie musieli przejśćPrzybycie do nowego świata.Gdy przybyli do Ameryki, musieli przejść raczej upokarzające testy (tj. Dylousing, matematyka, puzzle itp.), Aby okazać się odpowiednim dla Nowego Świata.Testy te całkowicie zmieniły perspektywy narodu sycylijskiego.W szczególności matka Salvatore miała najtrudniejszy czas poddawania się zasadom i prawom Nowego Świata, czując się bardziej naruszony niż traktowany z szacunkiem.Tam, gdzie ich marzenia kiedyś zapewniały nadzieję i optymizm dla tego, co zapewniłby nowy świat, rzeczywistość wymaganego nowego świata była dyskredytująca i niegrzeczna.Salvatore nie zmienia zbyt wiele niż jego stosunek do tego, co według niego byłby nowy świat, w porównaniu z tym, co nowy świat wydawał się mu rozczarowujący.Takie podejście podzielili się głównie wszyscy, którzy się z nim kojarzyli.Ich charakter bohatera radzą sobie bardziej z cenionym snem, który jest bardzo zdenerwowany i mroczną rzeczywistością, którą trzeba było zaakceptować. <br /> <br /> Film wydaje się mocno komentować przygotowanie się do wejścia do niebiańskiego i cywilizowanego społeczeństwa.Czystość, małżeństwo i inteligencja są warunkami wstępnymi.Zgodnie z tymi zasadami jest zapobieganie dominowaniu chorób, niemoralnych zachowań i głupoty.Być może jest to komentarz na temat tego, jak Ameryka nauczyła się z niepowodzeń innych narodów, dlatego celowo ustalono, aby zabezpieczyć te plagi i niszczyły.Choć zasady wydawały się sztywne, były tam, aby chronić i pomóc ludziom kwitnąć.",positive
"Nifty Little Episode grał głównie dla śmiechu, ale z sprytną kupą napięcia.W jakiś sposób Marsjanin zerwał na pokładzie złamanego autobusu w drodze do nikąd, ale który to pasażer (porozmawiaj o swoich nielegalnych imigrantach!).All-Star Wspierająca obsada, od dzikich wzroków Jacka Elam (wbijanie go bezwstydnie), po seksownego Jean Willesa (jeśli jest Marsjaninem, to mówię, że otwórzmy granice!), Do okrutnego Johna Hoyta (najbardziej oczywisty podejrzany), wraz ze znajomymi twarzami Johnem Archerem i Barneyem Phillipsem (i niezły zwrot od Billa Kendisa jako kierowcy autobusu).Tworzy bardzo zabawne pół godziny, nawet jeśli akcja ogranicza się do jednego zestawu.",positive
"Miałem przedczucie niewłaściwie podobnych do wszystkich rosyjskich filmów.Ale po obejrzeniu tego filmu nie.To wyjątkowe arcydzieło wykonane przez najlepszego reżysera, jakie kiedykolwiek mieszkał w ZSRR.Zna sztukę tworzenia filmów i może go bardzo dobrze wykorzystać.Jeśli znajdziesz ten film: kup lub skopiuj!",positive
"Oglądałem maskę w latach 80 -tych i obecnie pokazuje się na Fox Kids w Wielkiej Brytanii (bardzo późno w nocy).Pamiętam, że myślałem, że było trochę fajnie w ciągu dnia i miało też kilka zabawek, ale obserwowanie, jak teraz mnie nudzi łzy.Nigdy wcześniej nie zdawałem sobie sprawy z tego, jak bardzo żmudny i nijakowy był ten pokaz kreskówek.To po prostu okropne!Nie jest to, gdzie w tej samej lidze, co Transformers, He-Man lub Thundercats i bardzo szybko zapomniano o prawie wszystkim, gdy przestali się wykonać.Oglądam to tylko u Fox Kids, ponieważ Ulysses 31 pojawia się zaraz po nim (to jeśli maska nie spała mnie na pierwszym miejscu).Jedna z mniejszych kreskówek z lat 80 -tych, o których mam nadzieję całkowicie zapomnieć, gdy skończy emitować na Fox Kids!",negative
"Phantasm .... klasa.Phantasm II ..... niesamowite.Phantasm III ..... erm ..... okropne. <br /> <br /> Chociaż chciałbym trzymać się tego filmu, po prostu nie mogę.Wydaje się, że film „wyprzedał się”.Pierwsze złe znaki pojawiają się, gdy wideo na początku ma zwiastuny innych filmów (coś, czego inni nie zrobili).Również zbyt wiele bezsensownych postaci, podstawowe przykłady dzieciaku (który jest crack, początkowo zabawny, ale wkrótce chcesz, żeby był martwy), kobieta, która używa karate do walki z piłkami (Erm nie będzie działać, a raczej nie powinien) i nie powinno)Blooming Zombies (co do cholery tam robią, nie ma z nimi żadnych linków w innych Phatasmach).Również nie ma poważny brak karła.BR /> <br /> Dla mnie ten film wydaje się wypełniaczem między II i IV, ponieważ dodatkowe postacie po prostu wychodzą na końcu, więc mogą kontynuować z Main 4 w IV. <br /> <br /> Ogólnie bardzo, bardzo rozczarowujący.3/10",negative
"Śmieszny.Angelicka 9-letnia Anakin zamienia się w jęczącego bachora 19-letniego Anakin, który w jakiś sposób wydaje się apecy do Amidala, 5 lat starszego.Teraz 22-letni bohater Warrior Jedi Anakin ma kilka złych marzeń, a więc zabiera dzieci, jego przyjaciół i całą ramy jego istnienia, ponieważ szalony stary mężczyzna przekonał go a) Jego cenna żona może naprawdę umrzeć, naprawdę umrzeć,i b) tylko on może temu zapobiec.Swadkorkość kwadrat. <br /> <br /> Myślę, że ludzie, którzy lubią ten film, nie zwracają uwagi.Historia jest śmieszna.Bohaterowie są niewiarygodne (dosłownie, nie zboczone poczucie „fantastycznego”, „cudownego” itp.).Plica, odrywa nogi Anakina, pozwala mu płonąć w lawie i pozostawia go cierpienia.Czy nikt nie uważa, że ​​to trochę poza charakterem?Nie wspominając już o tym, że zaryzykowano na jego życie, jak się okazuje. <br /> <br /> Spodziewałem się przynajmniej historii, która wykazywała spójne postacie z prawdopodobnymi motywacjami.Nic z tego tutaj.Historia mogła zostać napisana przez 10 -latka. <br /> <br /> O tak, CGI jest całkiem fajne.",negative
"Scotty (Grant Cramer, który zagrałby w wielkim „Killer Klowns z kosmosu”) zgadza się pomóc trzem facetom w średnim wieku nauczyć się „dialogu” panie w tej złej komedii z lat 80.Nieźle jak w latach z lat 80 -tych, co oznaczało dobre.Źle jak w złym.Bez sympatycznych postaci, w tym, ale niezależnie od dzieciaka, który jest najorczęszym facetem, od „piątku 13. części 2” dziewczyna, która prowadzi mężczyzn, a następnie wchodzi w sychsy fits, gdy chcą ją dotknąć, i tokenFat Slob, bo przecież komedia seksualna z lat 80. byłaby bez grubego slob?Cóż, ten ma dwa.Ten film jest prawie na dole lufy komedii seksualnych z lat 80.A potem nastąpiła kontynuacja pogłębiającego wspomnianą przysłowiową lufę. <br /> <br /> Moja ocena: d- <br /> <br /> Candy o oko: zbyt liczne, aby się liczyć, nawet widzisz dziwaczny dzieciak wyobrażony z piersiami z piersiamiW punkcie pomyśl „Party Bachlor”, ale nie tak zabawne i bardzo niepokojące. <br /> <br /> gdzie to widziałem: Comcast MoviePass",negative
